C,Si,Mn,P,S,Cu,Al,N2,Nb,Ti,Total,UTS
0.141,0.153,0.531,0.005,0.004,0.022,0.029,0.051,0.002,0.001,0.939,447
0.137,0.148,0.532,0.013,0.002,0.009,0.041,0.039,0.002,0.002,0.925,447
0.132,0.156,0.566,0.009,0.004,0.017,0.031,0.045,0.002,0.002,0.964,449
0.137,0.148,0.532,0.013,0.002,0.009,0.041,0.039,0.002,0.002,0.925,447
0.132,0.156,0.566,0.009,0.004,0.017,0.031,0.045,0.002,0.002,0.964,449
0.14,0.137,0.544,0.01,0.002,0.015,0.017,0.079,0.001,0.001,0.946,429
0.14,0.137,0.544,0.01,0.002,0.015,0.017,0.079,0.001,0.001,0.946,429
0.14,0.137,0.544,0.01,0.002,0.015,0.017,0.079,0.001,0.001,0.946,429
0.14,0.137,0.544,0.01,0.002,0.015,0.017,0.079,0.001,0.001,0.946,429
0.14,0.137,0.544,0.01,0.002,0.015,0.017,0.079,0.001,0.001,0.946,429
0.123,0.164,0.533,0.011,0.007,0.022,0.047,0.051,0.002,0.002,0.962,439
0.129,0.151,0.542,0.01,0.005,0.01,0.029,0.047,0.001,0.001,0.925,448
0.129,0.151,0.542,0.01,0.005,0.01,0.029,0.047,0.001,0.001,0.925,448
0.129,0.151,0.542,0.01,0.005,0.01,0.029,0.047,0.001,0.001,0.925,448
0.129,0.151,0.542,0.01,0.005,0.01,0.029,0.047,0.001,0.001,0.925,448
0.129,0.151,0.542,0.01,0.005,0.01,0.029,0.047,0.001,0.001,0.925,448
0.129,0.151,0.542,0.01,0.005,0.01,0.029,0.047,0.001,0.001,0.925,448
0.129,0.151,0.542,0.01,0.005,0.01,0.029,0.047,0.001,0.001,0.925,448
0.143,0.162,0.549,0.012,0.004,0.009,0.03,0.053,0.001,0.001,0.964,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.098,0.017,0.507,0.004,0.006,0.018,0.047,0.049,0.001,0.002,0.749,399
0.15,0.023,0.835,0.007,0.005,0.012,0.046,0.029,0.001,0.001,1.109,465
0.139,0.133,0.547,0.016,0.004,0.011,0.026,0.04,0.002,0.002,0.92,432
0.181,0.161,1.324,0.014,0.007,0.02,0.037,0.05,0.002,0.002,1.798,541
0.181,0.161,1.324,0.014,0.007,0.02,0.037,0.05,0.002,0.002,1.798,541
0.181,0.161,1.324,0.014,0.007,0.02,0.037,0.05,0.002,0.002,1.798,541
0.181,0.161,1.324,0.014,0.007,0.02,0.037,0.05,0.002,0.002,1.798,541
0.181,0.161,1.324,0.014,0.007,0.02,0.037,0.05,0.002,0.002,1.798,541
0.181,0.161,1.324,0.014,0.007,0.02,0.037,0.05,0.002,0.002,1.798,541
0.181,0.161,1.324,0.014,0.007,0.02,0.037,0.05,0.002,0.002,1.798,541
0.181,0.161,1.324,0.014,0.007,0.02,0.037,0.05,0.002,0.002,1.798,541
0.138,0.171,0.546,0.012,0.004,0.008,0.036,0.048,0.002,0.002,0.967,436
0.132,0.156,0.569,0.012,0.004,0.008,0.029,0.045,0.002,0.001,0.958,445
0.132,0.157,0.561,0.012,0.008,0.009,0.038,0.04,0.002,0.001,0.96,436
0.132,0.157,0.561,0.012,0.008,0.009,0.038,0.04,0.002,0.001,0.96,436
0.132,0.156,0.569,0.012,0.004,0.008,0.029,0.045,0.002,0.001,0.958,445
0.13,0.163,0.55,0.009,0.005,0.012,0.041,0.042,0.002,0.002,0.956,436
0.132,0.156,0.569,0.012,0.004,0.008,0.029,0.045,0.002,0.001,0.958,445
0.132,0.156,0.569,0.012,0.004,0.008,0.029,0.045,0.002,0.001,0.958,445
0.14,0.164,0.574,0.012,0.006,0.013,0.036,0.04,0.001,0.002,0.988,444
0.13,0.163,0.55,0.009,0.005,0.012,0.041,0.042,0.002,0.002,0.956,436
0.14,0.164,0.574,0.012,0.006,0.013,0.036,0.04,0.001,0.002,0.988,444
0.14,0.164,0.574,0.012,0.006,0.013,0.036,0.04,0.001,0.002,0.988,444
0.135,0.16,0.563,0.009,0.005,0.009,0.03,0.031,0.003,0.002,0.947,444
0.135,0.16,0.563,0.009,0.005,0.009,0.03,0.031,0.003,0.002,0.947,444
0.136,0.156,0.555,0.01,0.004,0.008,0.036,0.04,0,0.001,0.946,436
0.136,0.156,0.555,0.01,0.004,0.008,0.036,0.04,0,0.001,0.946,436
0.136,0.156,0.555,0.01,0.004,0.008,0.036,0.04,0,0.001,0.946,436
0.136,0.156,0.555,0.01,0.004,0.008,0.036,0.04,0,0.001,0.946,436
0.122,0.156,0.573,0.009,0.004,0.009,0.036,0.023,0.002,0.002,0.936,426
0.122,0.156,0.573,0.009,0.004,0.009,0.036,0.023,0.002,0.002,0.936,426
0.188,0.009,1.036,0.008,0.006,0.014,0.037,0.08,0.001,0.001,1.38,486
0.165,0.015,1.044,0.009,0.003,0.012,0.041,0.036,0.002,0.001,1.328,469
0.188,0.009,1.036,0.008,0.006,0.014,0.037,0.08,0.001,0.001,1.38,486
0.121,0.138,0.809,0.016,0.005,0.009,0.035,0.037,0.001,0.001,1.172,460
0.122,0.138,0.771,0.007,0.005,0.009,0.033,0.027,0.001,0.001,1.114,524
0.126,0.16,0.746,0.01,0.002,0.009,0.036,0.035,0.001,0.002,1.127,450
0.099,0.015,0.491,0.007,0.005,0.014,0.039,0.031,0.002,0.002,0.705,404
0.112,0.015,0.491,0.01,0.007,0.01,0.033,0.043,0.001,0.001,0.723,402
0.107,0.013,0.505,0.005,0.006,0.031,0.043,0.05,0.002,0.002,0.764,405
0.099,0.015,0.491,0.007,0.005,0.014,0.039,0.031,0.002,0.002,0.705,404
0.102,0.019,0.526,0.009,0.008,0.02,0.036,0.035,0.002,0.002,0.759,414
0.091,0.01,0.5,0.009,0.013,0.035,0.051,0.038,0.002,0.001,0.75,535
0.102,0.019,0.526,0.009,0.008,0.02,0.036,0.035,0.002,0.002,0.759,414
0.101,0.017,0.537,0.006,0.004,0.029,0.049,0.037,0.002,0.002,0.784,415
0.101,0.017,0.537,0.006,0.004,0.029,0.049,0.037,0.002,0.002,0.784,415
0.098,0.017,0.507,0.004,0.006,0.018,0.047,0.049,0.001,0.002,0.749,399
0.098,0.017,0.507,0.004,0.006,0.018,0.047,0.049,0.001,0.002,0.749,399
0.1,0.017,0.52,0.008,0.003,0.014,0.044,0.043,0.001,0.001,0.751,401
0.1,0.017,0.52,0.008,0.003,0.014,0.044,0.043,0.001,0.001,0.751,401
0.098,0.021,0.51,0.007,0.007,0.024,0.046,0.05,0.001,0.001,0.765,497
0.103,0.012,0.52,0.007,0.006,0.02,0.046,0.052,0.002,0.001,0.769,420
0.111,0.013,0.504,0.007,0.004,0.022,0.038,0.037,0.002,0.002,0.74,417
0.105,0.014,0.509,0.008,0.006,0.01,0.045,0.029,0.002,0.001,0.729,408
0.098,0.012,0.493,0.007,0.009,0.028,0.043,0.041,0.002,0.001,0.734,403
0.132,0.151,0.563,0.012,0.006,0.01,0.03,0.029,0,0.001,0.934,431
0.132,0.151,0.563,0.012,0.006,0.01,0.03,0.029,0,0.001,0.934,431
0.133,0.169,0.573,0.008,0.003,0.026,0.029,0.044,0,0.001,0.986,448
0.136,0.157,0.538,0.012,0.003,0.009,0.017,0.05,0,0.001,0.923,436
0.122,0.153,0.553,0.012,0.004,0.014,0.032,0.044,0.001,0.001,0.936,425
0.139,0.138,0.581,0.014,0.003,0.008,0.032,0.046,0,0.001,0.962,428
0.139,0.138,0.581,0.014,0.003,0.008,0.032,0.046,0,0.001,0.962,428
0.139,0.138,0.581,0.014,0.003,0.008,0.032,0.046,0,0.001,0.962,428
0.132,0.151,0.563,0.012,0.006,0.01,0.03,0.029,0,0.001,0.934,431
0.132,0.151,0.563,0.012,0.006,0.01,0.03,0.029,0,0.001,0.934,431
0.139,0.138,0.581,0.014,0.003,0.008,0.032,0.046,0,0.001,0.962,428
0.14,0.162,0.559,0.011,0.005,0.009,0.035,0.036,0.001,0.001,0.959,447
0.14,0.162,0.559,0.011,0.005,0.009,0.035,0.036,0.001,0.001,0.959,447
0.14,0.162,0.559,0.011,0.005,0.009,0.035,0.036,0.001,0.001,0.959,447
0.14,0.162,0.559,0.011,0.005,0.009,0.035,0.036,0.001,0.001,0.959,447
0.14,0.162,0.559,0.011,0.005,0.009,0.035,0.036,0.001,0.001,0.959,447
0.129,0.158,0.554,0.01,0.005,0.015,0.036,0.037,0.003,0.002,0.949,440
0.104,0.018,0.52,0.01,0.009,0.029,0.042,0.036,0.002,0.002,0.772,408
0.134,0.146,0.547,0.01,0.002,0.018,0.027,0.04,0.001,0.002,0.927,426
0.142,0.144,0.551,0.01,0.004,0.009,0.036,0.027,0.001,0.001,0.925,424
0.132,0.159,0.545,0.01,0.004,0.01,0.024,0.037,0.002,0.002,0.925,435
0.141,0.145,0.552,0.008,0.003,0.014,0.03,0.044,0.002,0.001,0.94,434
0.132,0.156,0.572,0.007,0.003,0.012,0.041,0.038,0.002,0.002,0.965,449
0.14,0.172,0.537,0.009,0.007,0.023,0.056,0.036,0.002,0.002,0.984,450
0.143,0.162,0.549,0.012,0.004,0.009,0.03,0.053,0.001,0.001,0.964,436
0.143,0.162,0.549,0.012,0.004,0.009,0.03,0.053,0.001,0.001,0.964,436
0.14,0.172,0.537,0.009,0.007,0.023,0.056,0.036,0.002,0.002,0.984,450
0.14,0.172,0.537,0.009,0.007,0.023,0.056,0.036,0.002,0.002,0.984,450
0.14,0.172,0.537,0.009,0.007,0.023,0.056,0.036,0.002,0.002,0.984,450
0.14,0.172,0.537,0.009,0.007,0.023,0.056,0.036,0.002,0.002,0.984,450
0.147,0.179,0.585,0.01,0.005,0.01,0.035,0.06,0.001,0.002,1.034,453
0.144,0.157,0.551,0.017,0.004,0.008,0.025,0.046,0.002,0.002,0.956,441
0.144,0.157,0.551,0.017,0.004,0.008,0.025,0.046,0.002,0.002,0.956,441
0.132,0.159,0.545,0.01,0.004,0.01,0.024,0.037,0.002,0.002,0.925,450
0.14,0.164,0.574,0.012,0.006,0.013,0.036,0.04,0.001,0.002,0.988,444
0.132,0.158,0.574,0.01,0.007,0.02,0.036,0.052,0.001,0.002,0.992,446
0.145,0.159,0.57,0.011,0.006,0.019,0.033,0.05,0.003,0.002,0.998,453
0.132,0.158,0.574,0.01,0.007,0.02,0.036,0.052,0.001,0.002,0.992,446
0.145,0.159,0.57,0.011,0.006,0.019,0.033,0.05,0.003,0.002,0.998,453
0.097,0.015,0.499,0.008,0.003,0.016,0.044,0.046,0.002,0.002,0.732,412
0.113,0.016,0.524,0.007,0.002,0.034,0.031,0.055,0.002,0.001,0.785,432
0.113,0.016,0.524,0.007,0.002,0.034,0.031,0.055,0.002,0.001,0.785,432
0.113,0.016,0.524,0.007,0.002,0.034,0.031,0.055,0.002,0.001,0.785,432
0.113,0.016,0.524,0.007,0.002,0.034,0.031,0.055,0.002,0.001,0.785,432
0.147,0.178,0.94,0.009,0.004,0.012,0.036,0.046,0.022,0.002,1.396,492
0.147,0.178,0.94,0.009,0.004,0.012,0.036,0.046,0.022,0.002,1.396,492
0.147,0.178,0.94,0.009,0.004,0.012,0.036,0.046,0.022,0.002,1.396,492
0.147,0.178,0.94,0.009,0.004,0.012,0.036,0.046,0.022,0.002,1.396,492
0.14,0.163,0.56,0.014,0.007,0.009,0.032,0.033,0.002,0.002,0.962,439
0.14,0.163,0.56,0.014,0.007,0.009,0.032,0.033,0.002,0.002,0.962,439
0.14,0.163,0.56,0.014,0.007,0.009,0.032,0.033,0.002,0.002,0.962,439
0.14,0.163,0.56,0.014,0.007,0.009,0.032,0.033,0.002,0.002,0.962,439
0.132,0.167,0.56,0.008,0.004,0.011,0.031,0.04,0.002,0.001,0.956,430
0.132,0.167,0.56,0.008,0.004,0.011,0.031,0.04,0.002,0.001,0.956,430
0.132,0.167,0.56,0.008,0.004,0.011,0.031,0.04,0.002,0.001,0.956,430
0.132,0.167,0.56,0.008,0.004,0.011,0.031,0.04,0.002,0.001,0.956,430
0.168,0.011,1.006,0.013,0.004,0.01,0.042,0.033,0.001,0.001,1.289,455
0.168,0.01,1.005,0.011,0.007,0.018,0.025,0.042,0.002,0.001,1.289,476
0.168,0.01,1.005,0.011,0.007,0.018,0.025,0.042,0.002,0.001,1.289,476
0.168,0.011,1.006,0.013,0.004,0.01,0.042,0.033,0.001,0.001,1.289,455
0.168,0.01,1.005,0.011,0.007,0.018,0.025,0.042,0.002,0.001,1.289,476
0.121,0.138,0.809,0.016,0.005,0.009,0.035,0.037,0.001,0.001,1.172,460
0.122,0.138,0.771,0.007,0.005,0.009,0.033,0.027,0.001,0.001,1.114,524
0.122,0.138,0.771,0.007,0.005,0.009,0.033,0.027,0.001,0.001,1.114,524
0.122,0.138,0.771,0.007,0.005,0.009,0.033,0.027,0.001,0.001,1.114,524
0.126,0.16,0.746,0.01,0.002,0.009,0.036,0.035,0.001,0.002,1.127,450
0.122,0.138,0.771,0.007,0.005,0.009,0.033,0.027,0.001,0.001,1.114,524
0.138,0.159,0.775,0.018,0.003,0.009,0.037,0.036,0.001,0.002,1.178,453
0.138,0.159,0.775,0.018,0.003,0.009,0.037,0.036,0.001,0.002,1.178,453
0.138,0.159,0.775,0.018,0.003,0.009,0.037,0.036,0.001,0.002,1.178,478
0.138,0.159,0.775,0.018,0.003,0.009,0.037,0.036,0.001,0.002,1.178,478
0.126,0.16,0.746,0.01,0.002,0.009,0.036,0.035,0.001,0.002,1.127,450
0.121,0.138,0.809,0.016,0.005,0.009,0.035,0.037,0.001,0.001,1.172,460
0.126,0.16,0.746,0.01,0.002,0.009,0.036,0.035,0.001,0.002,1.127,450
0.126,0.16,0.746,0.01,0.002,0.009,0.036,0.035,0.001,0.002,1.127,450
0.126,0.16,0.746,0.01,0.002,0.009,0.036,0.035,0.001,0.002,1.127,462
0.104,0.014,0.519,0.012,0.005,0.007,0.033,0.041,0.002,0.002,0.739,436
0.137,0.164,0.557,0.008,0.004,0.023,0.032,0.043,0.001,0.002,0.971,432
0.137,0.164,0.557,0.008,0.004,0.023,0.032,0.043,0.001,0.002,0.971,432
0.13,0.162,0.55,0.011,0.004,0.009,0.033,0.049,0.001,0.002,0.951,443
0.13,0.162,0.55,0.011,0.004,0.009,0.033,0.049,0.001,0.002,0.951,443
0.13,0.155,0.565,0.01,0.003,0.018,0.028,0.05,0.002,0.002,0.963,449
0.135,0.181,0.554,0.008,0.004,0.021,0.053,0.055,0.002,0.002,1.015,439
0.14,0.145,0.549,0.011,0.006,0.012,0.052,0.053,0.002,0.001,0.971,425
0.127,0.136,0.54,0.011,0.004,0.007,0.034,0.033,0.001,0.002,0.895,432
0.127,0.136,0.54,0.011,0.004,0.007,0.034,0.033,0.001,0.002,0.895,432
0.142,0.144,0.551,0.01,0.004,0.009,0.036,0.027,0.001,0.001,0.925,424
0.132,0.156,0.572,0.007,0.003,0.012,0.041,0.038,0.002,0.002,0.965,451
0.132,0.156,0.572,0.007,0.003,0.012,0.041,0.038,0.002,0.002,0.965,451
0.147,0.161,0.547,0.011,0.008,0.019,0.035,0.065,0.001,0.001,0.995,424
0.135,0.168,0.592,0.01,0.006,0.023,0.021,0.04,0.002,0.002,0.999,435
0.14,0.164,0.574,0.012,0.006,0.013,0.036,0.04,0.001,0.002,0.988,444
0.132,0.156,0.569,0.012,0.004,0.008,0.029,0.045,0.002,0.001,0.958,445
0.132,0.156,0.569,0.012,0.004,0.008,0.029,0.045,0.002,0.001,0.958,445
0.132,0.158,0.574,0.01,0.007,0.02,0.036,0.052,0.001,0.002,0.992,446
0.137,0.175,0.543,0.008,0.004,0.01,0.034,0.052,0.002,0.002,0.967,430
0.14,0.127,0.541,0.01,0.004,0.022,0.033,0.045,0.002,0.002,0.926,449
0.125,0.147,0.578,0.012,0.002,0.009,0.028,0.048,0.001,0.002,0.952,453
0.129,0.151,0.542,0.01,0.005,0.01,0.029,0.047,0.001,0.001,0.925,448
0.141,0.145,0.552,0.008,0.003,0.014,0.03,0.044,0.002,0.001,0.94,428
0.147,0.161,0.547,0.011,0.008,0.019,0.035,0.065,0.001,0.001,0.995,424
0.147,0.161,0.547,0.011,0.008,0.019,0.035,0.065,0.001,0.001,0.995,424
0.143,0.019,0.909,0.011,0.005,0.01,0.063,0.037,0.033,0.001,1.231,579
0.141,0.02,0.946,0.009,0.006,0.013,0.05,0.038,0.034,0.002,1.259,578
0.142,0.023,0.942,0.011,0.005,0.009,0.034,0.036,0.032,0.002,1.236,566
0.141,0.02,0.946,0.009,0.006,0.013,0.05,0.038,0.034,0.002,1.259,578
0.145,0.02,0.916,0.01,0.006,0.009,0.047,0.047,0.032,0.002,1.234,576
0.136,0.02,0.964,0.012,0.005,0.009,0.058,0.023,0.034,0.002,1.263,571
0.145,0.02,0.916,0.01,0.006,0.009,0.047,0.047,0.032,0.002,1.234,576
0.087,0.187,0.612,0.094,0.004,0.348,0.04,0.027,0.001,0.003,1.403,495
0.077,0.169,0.6,0.103,0.003,0.33,0.043,0.026,0.001,0.002,1.354,592
0.087,0.187,0.612,0.094,0.004,0.348,0.04,0.027,0.001,0.003,1.403,508
0.077,0.169,0.6,0.103,0.003,0.33,0.043,0.026,0.001,0.002,1.354,503
0.077,0.169,0.6,0.103,0.003,0.33,0.043,0.026,0.001,0.002,1.354,512
0.087,0.187,0.612,0.094,0.004,0.348,0.04,0.027,0.001,0.003,1.403,505
0.087,0.187,0.612,0.094,0.004,0.348,0.04,0.027,0.001,0.003,1.403,519
0.077,0.169,0.6,0.103,0.003,0.33,0.043,0.026,0.001,0.002,1.354,597
0.087,0.187,0.612,0.094,0.004,0.348,0.04,0.027,0.001,0.003,1.403,495
0.155,0.02,0.899,0.01,0.005,0.009,0.052,0.044,0.039,0.002,1.235,566
0.145,0.02,0.916,0.01,0.006,0.009,0.047,0.047,0.032,0.002,1.234,576
0.145,0.02,0.916,0.01,0.006,0.009,0.047,0.047,0.032,0.002,1.234,576
0.136,0.02,0.964,0.012,0.005,0.009,0.058,0.023,0.034,0.002,1.263,571
0.145,0.02,0.916,0.01,0.006,0.009,0.047,0.047,0.032,0.002,1.234,576
0.141,0.02,0.946,0.009,0.006,0.013,0.05,0.038,0.034,0.002,1.259,578
0.145,0.016,0.911,0.01,0.004,0.021,0.044,0.056,0.033,0.001,1.241,560
0.145,0.016,0.911,0.01,0.004,0.021,0.044,0.056,0.033,0.001,1.241,560
0.131,0.015,0.875,0.009,0.003,0.01,0.046,0.034,0.033,0.001,1.157,557
0.131,0.015,0.875,0.009,0.003,0.01,0.046,0.034,0.033,0.001,1.157,557
0.087,0.187,0.612,0.094,0.004,0.348,0.04,0.027,0.001,0.003,1.403,510
0.077,0.169,0.6,0.103,0.003,0.33,0.043,0.026,0.001,0.002,1.354,508
0.145,0.208,0.906,0.009,0.003,0.008,0.036,0.046,0.032,0.002,1.395,553
0.154,0.172,0.902,0.01,0.005,0.014,0.031,0.03,0.032,0.002,1.352,569
0.135,0.204,0.916,0.009,0.005,0.02,0.031,0.037,0.036,0.002,1.395,578
0.145,0.208,0.906,0.009,0.003,0.008,0.036,0.046,0.032,0.002,1.395,553
0.142,0.178,0.882,0.008,0.005,0.01,0.032,0.029,0.035,0.002,1.323,574
0.144,0.209,0.91,0.012,0.003,0.01,0.036,0.045,0.036,0.002,1.407,570
0.144,0.209,0.91,0.012,0.003,0.01,0.036,0.045,0.036,0.002,1.407,570
0.13,0.2,0.886,0.01,0.004,0.015,0.032,0.054,0.03,0.002,1.363,566
0.135,0.169,0.546,0.012,0.005,0.009,0.037,0.052,0.002,0.002,0.969,460
0.135,0.169,0.546,0.012,0.005,0.009,0.037,0.052,0.002,0.002,0.969,460
0.124,0.176,0.545,0.006,0.003,0.016,0.03,0.07,0,0.001,0.971,445
0.124,0.176,0.545,0.006,0.003,0.016,0.03,0.07,0,0.001,0.971,445
0.13,0.152,0.566,0.007,0.002,0.02,0.024,0.05,0,0.001,0.952,448
0.13,0.152,0.566,0.007,0.002,0.02,0.024,0.05,0,0.001,0.952,448
0.132,0.149,0.572,0.009,0.003,0.008,0.029,0.037,0,0.001,0.94,423
0.13,0.152,0.566,0.007,0.002,0.02,0.024,0.05,0,0.001,0.952,448
0.132,0.149,0.572,0.009,0.003,0.008,0.029,0.037,0,0.001,0.94,423
0.128,0.146,0.541,0.005,0.006,0.024,0.035,0.023,0,0.001,0.909,433
0.132,0.148,0.545,0.009,0.006,0.009,0.032,0.033,0,0.001,0.915,434
0.132,0.148,0.545,0.009,0.006,0.009,0.032,0.033,0,0.001,0.915,434
0.132,0.148,0.545,0.009,0.006,0.009,0.032,0.033,0,0.001,0.915,434
0.132,0.148,0.545,0.009,0.006,0.009,0.032,0.033,0,0.001,0.915,434
0.132,0.145,0.542,0.011,0.004,0.011,0.03,0.044,0,0.001,0.92,452
0.088,0.15,0.855,0.101,0.005,0.308,0.041,0.029,0.029,0.003,1.609,591
0.088,0.15,0.855,0.101,0.005,0.308,0.041,0.029,0.029,0.003,1.609,587
0.097,0.171,0.771,0.081,0.004,0.324,0.038,0.031,0.031,0.003,1.551,607
0.097,0.171,0.771,0.081,0.004,0.324,0.038,0.031,0.031,0.003,1.551,584
0.14,0.018,0.906,0.011,0.004,0.011,0.048,0.039,0.03,0.002,1.209,574
0.14,0.018,0.906,0.011,0.004,0.011,0.048,0.039,0.03,0.002,1.209,574
0.146,0.015,0.901,0.009,0.003,0.013,0.038,0.045,0.033,0.001,1.204,561
0.14,0.018,0.906,0.011,0.004,0.011,0.048,0.039,0.03,0.002,1.209,574
0.14,0.018,0.906,0.011,0.004,0.011,0.048,0.039,0.03,0.002,1.209,574
0.14,0.018,0.906,0.011,0.004,0.011,0.048,0.039,0.03,0.002,1.209,574
0.122,0.138,0.771,0.007,0.005,0.009,0.033,0.027,0.001,0.001,1.114,524
0.122,0.138,0.771,0.007,0.005,0.009,0.033,0.027,0.001,0.001,1.114,524
0.126,0.16,0.746,0.01,0.002,0.009,0.036,0.035,0.001,0.002,1.127,462
0.126,0.16,0.746,0.01,0.002,0.009,0.036,0.035,0.001,0.002,1.127,462
0.138,0.023,0.912,0.016,0.002,0.01,0.05,0.039,0.039,0.002,1.231,566
0.144,0.018,0.891,0.009,0.006,0.024,0.058,0.039,0.037,0.002,1.228,557
0.144,0.018,0.891,0.009,0.006,0.024,0.058,0.039,0.037,0.002,1.228,557
0.144,0.018,0.891,0.009,0.006,0.024,0.058,0.039,0.037,0.002,1.228,557
0.144,0.018,0.891,0.009,0.006,0.024,0.058,0.039,0.037,0.002,1.228,557
0.144,0.018,0.891,0.009,0.006,0.024,0.058,0.039,0.037,0.002,1.228,557
0.16,0.019,0.932,0.01,0.006,0.009,0.056,0.042,0.035,0.002,1.271,580
0.16,0.019,0.932,0.01,0.006,0.009,0.056,0.042,0.035,0.002,1.271,580
0.133,0.017,0.878,0.008,0.007,0.016,0.041,0.025,0.034,0.002,1.161,588
0.133,0.017,0.878,0.008,0.007,0.016,0.041,0.025,0.034,0.002,1.161,588
0.155,0.02,0.899,0.01,0.005,0.009,0.052,0.044,0.039,0.002,1.235,556
0.155,0.02,0.899,0.01,0.005,0.009,0.052,0.044,0.039,0.002,1.235,556
0.163,0.025,0.894,0.012,0.004,0.01,0.052,0.041,0.035,0.001,1.237,567
0.163,0.025,0.894,0.012,0.004,0.01,0.052,0.041,0.035,0.001,1.237,567
0.163,0.025,0.894,0.012,0.004,0.01,0.052,0.041,0.035,0.001,1.237,567
0.131,0.015,0.875,0.009,0.003,0.01,0.046,0.034,0.033,0.001,1.157,557
0.131,0.015,0.875,0.009,0.003,0.01,0.046,0.034,0.033,0.001,1.157,554
0.145,0.027,0.919,0.013,0.005,0.014,0.05,0.044,0.038,0.002,1.257,562
0.149,0.022,0.905,0.013,0.004,0.009,0.05,0.053,0.037,0.001,1.243,562
0.163,0.025,0.894,0.012,0.004,0.01,0.052,0.041,0.035,0.001,1.237,567
0.135,0.016,0.899,0.012,0.005,0.013,0.057,0.036,0.033,0.001,1.207,435
0.149,0.022,0.905,0.013,0.004,0.009,0.05,0.053,0.037,0.001,1.243,562
0.135,0.016,0.899,0.012,0.005,0.013,0.057,0.036,0.033,0.001,1.207,548
0.149,0.014,0.885,0.01,0.006,0.01,0.055,0.049,0.03,0.002,1.21,556
0.13,0.158,0.565,0.011,0.003,0.011,0.029,0.038,0.002,0.002,0.949,424
0.132,0.154,0.547,0.008,0.003,0.02,0.03,0.056,0,0.001,0.951,405
0.135,0.161,0.542,0.009,0.003,0.023,0.037,0.045,0,0.001,0.956,420
0.135,0.161,0.542,0.009,0.003,0.023,0.037,0.045,0,0.001,0.956,420
0.132,0.154,0.547,0.008,0.003,0.02,0.03,0.056,0,0.001,0.951,405
0.132,0.154,0.547,0.008,0.003,0.02,0.03,0.056,0,0.001,0.951,405
0.135,0.016,0.899,0.012,0.005,0.013,0.057,0.036,0.033,0.001,1.207,435
0.135,0.016,0.899,0.012,0.005,0.013,0.057,0.036,0.033,0.001,1.207,435
0.135,0.016,0.899,0.012,0.005,0.013,0.057,0.036,0.033,0.001,1.207,435
0.149,0.022,0.905,0.013,0.004,0.009,0.05,0.053,0.037,0.001,1.243,562
0.149,0.022,0.905,0.013,0.004,0.009,0.05,0.053,0.037,0.001,1.243,562
0.133,0.189,0.538,0.019,0.004,0.01,0.027,0.028,0.002,0.003,0.953,428
0.102,0.01,0.527,0.012,0.004,0.012,0.043,0.037,0.001,0.001,0.749,414
0.102,0.01,0.527,0.012,0.004,0.012,0.043,0.037,0.001,0.001,0.749,414
0.102,0.01,0.527,0.012,0.004,0.012,0.043,0.037,0.001,0.001,0.749,414
0.104,0.009,0.548,0.008,0.009,0.023,0.037,0.04,0.002,0.001,0.781,404
0.107,0.014,0.53,0.008,0.011,0.027,0.034,0.044,0.002,0.001,0.778,431
0.098,0.015,0.504,0.015,0.007,0.014,0.043,0.034,0.003,0.001,0.734,428
0.115,0.016,0.522,0.014,0.005,0.013,0.041,0.037,0.002,0.002,0.767,424
0.111,0.028,0.521,0.012,0.005,0.018,0.027,0.047,0.001,0.001,0.771,415
0.095,0.023,0.53,0.011,0.007,0.015,0.038,0.035,0.002,0.002,0.758,401
0.111,0.028,0.521,0.012,0.005,0.018,0.027,0.047,0.001,0.001,0.771,415
0.13,0.156,0.566,0.01,0.002,0.009,0.024,0.034,0,0.001,0.932,455
0.13,0.156,0.566,0.01,0.002,0.009,0.024,0.034,0,0.001,0.932,455
0.138,0.18,0.552,0.011,0.004,0.01,0.033,0.037,0.001,0.002,0.968,451
0.14,0.148,0.56,0.011,0.004,0.011,0.037,0.038,0.001,0.001,0.951,434
0.132,0.148,0.545,0.009,0.006,0.009,0.032,0.033,0,0.001,0.915,434
0.132,0.145,0.542,0.011,0.004,0.011,0.03,0.044,0,0.001,0.92,452
